,Lot Area,Year Built,Year Remod/Add,Exter Qual,1st Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Cars,Porch SF,SalePrice
1467,8750,1994,1995,4,933,1908,2,4,4,1,1,2.0,133,210000
1468,4435,2003,2003,4,848,848,1,1,4,0,1,2.0,0,136500
1469,4426,2004,2004,4,848,848,1,1,4,0,1,2.0,0,145000
1470,13125,1997,1998,3,1493,1493,2,3,4,1,1,2.0,39,208900
1471,10126,1997,1998,3,1838,1838,2,2,3,0,1,3.0,67,185000
1472,9135,2002,2003,4,1536,1536,2,3,4,0,1,2.0,74,214000
1473,8450,2003,2003,4,856,1710,2,3,4,0,1,2.0,61,208500
1474,9750,2004,2004,4,1445,1445,2,3,4,0,1,2.0,35,186500
1475,8450,2004,2004,4,1436,1436,2,3,4,0,1,2.0,98,210000
1476,8320,2004,2004,4,770,1582,2,3,4,0,1,2.0,45,185900
1477,11049,2007,2007,4,1234,1234,2,3,4,0,1,2.0,30,179900
1478,11058,2007,2007,4,1564,1564,2,3,4,0,1,3.0,24,218836
1479,9627,2007,2007,4,1361,1361,2,3,4,0,1,2.0,50,193000
1480,8199,2005,2005,4,728,1456,2,3,4,1,1,2.0,18,189000
1481,4426,2004,2004,4,848,848,1,1,4,1,1,2.0,0,149300
1482,4426,2004,2004,4,848,848,1,1,4,1,1,2.0,0,141000
1483,4438,2004,2004,4,848,848,1,1,4,1,1,2.0,0,149000
1484,4438,2004,2004,4,848,848,1,1,4,1,1,2.0,0,144500
1485,8777,1910,1950,3,796,796,1,2,3,0,6,0.0,164,85000
1486,8777,1900,2003,3,1272,2200,2,4,3,0,6,0.0,70,145900
1487,9825,1966,1966,3,1092,1092,1,3,3,0,1,1.0,161,123000
1488,9937,1965,1965,4,1256,1256,1,3,3,0,1,1.0,68,147500
1489,12102,1976,1976,3,1033,1033,1,3,3,0,3,2.0,0,165000
1490,6500,1976,1976,3,1127,1127,1,3,3,1,5,2.0,138,135000
1491,13907,1940,1969,3,996,996,1,3,3,1,6,0.0,0,108000
1492,10012,1972,1972,3,1181,1181,2,3,3,0,5,2.0,180,137500
1493,6931,2003,2004,4,760,1656,2,3,4,1,3,2.0,128,165400
1494,9638,1977,1977,3,1117,1117,1,3,3,1,1,2.0,0,147000
1495,7200,1976,2001,3,684,1398,1,3,3,1,1,2.0,0,160500
1496,7024,2005,2005,3,1132,1132,1,2,4,0,1,2.0,64,176000
1497,47007,1959,1996,3,3820,3820,3,5,5,2,1,2.0,372,284700
1498,63887,2008,2008,5,4692,5642,2,3,5,3,1,2.0,292,160000
1499,3675,2005,2005,3,1072,1072,1,2,3,0,2,2.0,28,148000
1500,6040,1955,1955,3,1152,1152,2,2,2,0,6,0.0,0,82000
1501,6012,1955,1955,3,1152,1152,2,2,3,0,6,0.0,0,82000
1502,12108,1955,1955,3,1440,1440,2,4,2,0,6,0.0,0,118000
1503,6845,1955,1955,3,1152,1152,2,2,3,0,6,0.0,0,82500
1504,6931,1955,1955,3,784,784,1,2,3,0,6,0.0,0,91900
1505,12180,1938,2007,3,585,1053,1,2,5,0,6,0.0,0,120000
1506,8050,1947,1993,3,929,1137,1,4,3,0,6,0.0,0,96000
1507,9520,1953,1953,3,930,930,1,2,3,0,1,1.0,0,99000
1508,11767,1946,1995,3,768,1200,1,3,3,0,5,1.0,0,130500
1509,8172,1954,1972,3,997,1470,2,4,3,0,5,1.0,156,135000
1510,16466,1955,1955,3,872,1393,1,3,3,0,1,1.0,265,135500
1511,7692,1954,1954,3,1204,1204,1,3,3,0,2,1.0,0,100000
1512,5142,1923,2008,3,949,1292,1,3,4,0,5,1.0,183,108000
1513,5604,1925,1950,3,864,864,1,2,3,0,6,0.0,96,98000
1514,8248,1914,1950,3,864,864,1,2,3,0,6,0.0,100,67000
1515,5687,1912,2000,3,936,1716,2,6,2,0,6,0.0,184,135900
1516,12155,1925,1950,3,810,1482,2,4,2,0,5,1.0,254,140000
1517,8400,1939,1997,3,1052,2192,2,4,4,1,5,1.0,24,179500
1518,8400,1925,1950,3,1390,1694,2,4,3,1,5,2.0,128,136500
1519,7290,1921,1950,3,1424,1424,2,2,3,1,1,1.0,90,168000
1520,8525,1911,1950,3,1024,1964,1,4,3,0,6,0.0,192,130000
1521,9842,1921,1998,3,990,2601,3,4,3,0,3,2.0,301,189000
1522,7804,1930,1950,3,960,1920,2,4,3,2,5,2.0,121,161900
1523,8969,1926,1950,3,672,1316,1,2,3,1,5,1.0,192,145000
1524,11526,1922,1994,3,1423,2555,2,3,3,1,5,2.0,0,191000
1525,15576,1915,1976,3,840,1680,2,4,3,0,1,1.0,160,177000
1526,15564,1914,1995,3,676,1264,1,3,3,0,5,2.0,0,147500
1527,6292,1930,1950,3,790,790,1,2,3,0,5,1.0,141,91000
1528,7609,1925,1997,4,798,1512,2,3,4,1,5,1.0,57,231000
1529,10480,1936,1950,3,1166,1639,1,3,3,0,5,1.0,0,115000
1530,9650,1923,1950,3,819,1603,1,4,3,1,1,2.0,217,138000
1531,7200,1931,2000,3,851,1502,1,3,3,1,1,1.0,112,149000
1532,11988,1934,1995,3,849,1660,1,3,3,1,5,1.0,0,188700
1533,11700,1937,1995,3,1265,1938,2,4,4,1,5,1.0,40,198000
1534,9260,1938,1950,3,932,1374,1,3,3,0,5,1.0,100,110000
1535,7801,1951,1951,3,1091,1091,1,2,3,1,1,1.0,326,104000
1536,9670,1935,1950,3,983,1873,1,4,3,2,5,2.0,207,257076
1537,14100,1935,1997,3,1968,3447,3,4,4,2,3,3.0,12,381000
1538,15660,1939,2006,4,1137,1954,1,3,4,2,1,2.0,269,311500
1539,12392,1950,2000,3,1218,2161,2,3,4,2,1,2.0,96,263400
1540,26073,1956,1956,3,1898,1898,2,3,3,2,1,2.0,275,236500
1541,14778,1954,2006,4,1640,1640,1,3,4,1,5,2.0,216,224000
1542,1879,1980,1980,3,516,1032,1,2,3,1,5,2.0,0,116500
1543,1950,1980,1980,3,716,1556,2,3,3,1,1,2.0,0,151000
1544,7000,1926,1998,3,919,919,1,2,3,0,5,1.0,116,126000
1545,6000,1940,2006,3,760,1090,1,3,3,0,5,1.0,0,120000
1546,3636,1922,1950,3,796,796,1,2,3,0,6,0.0,100,55000
1547,5890,1930,2007,4,816,816,1,2,3,0,5,1.0,96,120500
1548,6900,1940,1955,3,778,778,1,2,3,1,5,1.0,25,120500
1549,8155,1930,1950,3,780,1200,1,4,3,0,6,0.0,96,119000
1550,6000,1967,1967,2,1092,1656,1,3,3,1,1,1.0,280,126000
1551,7392,1930,1995,3,912,912,1,2,3,0,5,1.0,90,99500
1552,9000,1958,1958,3,1151,1955,2,4,3,0,1,1.0,0,165500
1553,14584,1952,1952,2,733,733,1,2,2,0,1,2.0,0,13100
1554,5280,1895,1950,3,825,1361,1,2,3,0,5,1.0,123,89000
1555,8500,1920,1950,3,649,1317,1,3,3,0,5,1.0,226,40000
1556,5150,1910,2000,3,671,1049,1,2,3,0,5,1.0,0,80900
1557,18000,1935,1950,2,894,894,1,2,3,0,5,3.0,20,81000
1558,9000,1920,1950,3,432,864,1,3,2,0,5,1.0,190,65000
1559,5587,2008,2008,5,1652,1652,2,2,4,1,1,2.0,206,392500
1560,3843,2007,2008,5,1648,1648,2,2,5,1,1,2.0,206,294464
1561,3811,2004,2005,4,1646,1646,2,2,5,1,1,2.0,208,250000
1562,3842,2004,2005,4,1646,1646,2,2,4,1,1,2.0,208,275000
1563,23730,1996,1997,4,2032,2032,3,3,4,0,1,3.0,238,300000
1564,13265,2002,2002,4,1689,1689,2,3,4,2,1,3.0,59,271000
1565,11050,1996,1997,3,910,1820,2,3,4,1,1,3.0,32,213000
1566,9880,1977,1977,3,1118,1118,1,3,3,1,1,1.0,0,171000
1567,10125,1977,1977,3,1279,1279,2,3,3,2,5,2.0,83,171500
1568,10260,1976,1976,3,936,1872,2,4,3,0,1,2.0,0,100000
1569,9990,1991,1991,3,1689,1689,2,3,3,1,1,2.0,120,228500
1570,164660,1965,1965,3,1619,1786,2,3,3,2,1,2.0,0,228950
1571,4084,1986,1986,4,1501,1501,2,2,4,1,1,2.0,0,241500
1572,15498,1976,1976,4,2898,2898,2,2,4,1,1,2.0,246,287000
1573,11563,2006,2007,4,1537,1537,2,3,4,0,1,3.0,26,294000
1574,9520,2007,2008,4,1646,1646,2,3,4,1,1,3.0,44,293077
1575,12852,2007,2007,4,920,1780,2,3,4,1,1,2.0,192,264966
1576,9802,2006,2007,3,712,1442,2,3,3,0,3,2.0,0,172500
1577,9735,2006,2007,3,754,1394,2,3,4,0,3,2.0,0,167500
1578,12018,2008,2008,4,796,1612,2,3,4,0,1,3.0,64,218689
1579,12890,1989,1989,3,1495,1495,2,3,3,1,1,2.0,192,150000
1580,12416,1986,1986,3,1651,1651,2,3,3,1,1,2.0,0,184000
1581,18265,1986,1986,4,1256,1256,2,3,4,1,1,2.0,0,180000
1582,10200,1988,1989,4,1509,1509,2,3,4,1,1,2.0,0,175000
1583,11202,2003,2003,4,1440,1440,2,3,4,1,1,2.0,95,232500
1584,7915,1999,2000,4,1675,1675,2,3,4,0,1,2.0,52,195000
1585,12244,2003,2003,4,1482,2262,2,4,4,2,1,3.0,0,305000
1586,11449,2007,2007,4,1728,1728,2,3,4,1,1,2.0,276,298751
1587,11447,2005,2006,4,1964,1964,2,3,4,1,1,3.0,265,370000
1588,8940,1997,1998,3,1344,1344,2,2,3,0,1,4.0,0,209200
1589,7060,1997,1998,3,1344,1344,2,2,3,0,1,4.0,0,206300
1590,9278,2007,2008,3,1092,1092,1,2,3,0,6,0.0,52,146000
1591,4500,1997,1997,3,1189,1189,2,2,3,0,1,2.0,122,160500
1592,14137,1964,1964,3,1200,1200,1,3,3,0,0,3.0,290,173000
1593,4224,1975,1975,3,1040,1040,1,3,3,0,1,2.0,100,124000
1594,2665,1976,1976,3,616,1304,1,3,3,1,3,1.0,24,115000
1595,2665,1976,1976,3,925,1475,2,4,3,1,1,1.0,26,129500
1596,1974,1973,2006,3,526,988,1,2,3,0,3,1.0,101,105000
1597,1596,1973,1973,3,526,988,1,1,3,1,3,1.0,221,94900
1598,17979,1968,1968,3,1160,1160,1,3,4,0,1,1.0,0,152500
1599,1477,1970,2007,3,546,1092,2,3,3,0,6,0.0,0,98000
1600,1890,1972,1972,3,630,630,1,1,3,0,6,0.0,0,81000
1601,21750,1954,1954,3,988,988,1,2,3,0,1,2.0,0,113000
1602,6490,1983,1983,3,816,816,1,2,3,0,1,1.0,0,128500
1603,6951,1984,1985,3,923,923,1,3,3,0,1,1.0,0,119500
1604,6600,1982,2008,4,816,816,1,3,4,1,1,1.0,0,130500
1605,6600,1982,2003,3,816,816,1,2,3,0,5,2.0,0,138000
1606,6600,1982,2005,3,845,845,1,3,4,0,1,1.0,0,134500
1607,12508,1940,1985,3,983,1750,2,4,3,0,1,1.0,156,160000
1608,12395,1984,1984,3,889,889,1,3,3,0,1,2.0,0,137500
1609,11075,1969,1969,3,1168,1968,2,4,3,1,1,2.0,189,172000
1610,56600,1900,1950,3,1150,1836,2,4,3,0,5,1.0,0,103000
1611,10667,1971,1971,3,1587,1587,2,3,3,1,1,2.0,44,167300
1612,10628,1970,1970,3,1277,1277,1,2,3,1,1,2.0,176,167000
1613,13651,1973,1973,3,2223,2223,2,3,3,2,1,2.0,0,244000
1614,15865,1970,1970,4,2217,2217,2,4,4,1,1,2.0,431,268000
1615,12394,2003,2003,4,847,1733,2,3,4,1,3,2.0,48,225000
1616,10364,1995,1996,3,806,1572,2,3,3,1,3,2.0,40,168000
1617,13869,1997,1997,3,794,1470,2,3,3,0,1,2.0,75,177000
1618,8773,1997,1997,3,916,1600,2,3,3,1,1,2.0,38,169000
1619,8872,1997,1997,3,754,1384,2,3,3,1,3,2.0,0,161500
1620,5330,2000,2000,4,1652,1652,2,2,5,0,1,2.0,48,251000
1621,10147,1994,1994,3,924,1694,2,3,3,1,3,2.0,64,160000
1622,8637,1999,2000,3,947,1714,2,3,3,1,1,2.0,48,180000
1623,7875,1996,1996,4,691,1553,2,3,4,0,1,2.0,44,178750
1624,7875,1995,1996,3,1253,1253,2,3,3,1,1,2.0,21,176000
1625,7500,1999,2003,3,957,2299,3,5,3,1,1,2.0,30,204000
1626,9556,1992,1993,3,1187,1187,2,3,4,0,1,2.0,21,160000
1627,10784,1991,1992,4,802,1472,2,3,4,1,1,2.0,0,160000
1628,9125,1992,1992,3,812,1482,2,3,4,1,1,2.0,25,163900
1629,7655,1993,1994,3,910,1642,2,3,3,1,1,2.0,84,168000
1630,18160,1964,1964,3,1128,1128,1,3,3,1,1,2.0,354,154204
1631,3696,1986,1986,4,1088,1088,1,2,4,0,1,2.0,211,170000
1632,5062,1984,1984,4,1190,2090,2,3,4,1,1,2.0,0,207500
1633,4740,1988,1988,4,1179,1179,2,2,3,0,1,2.0,243,182000
1634,5118,1990,1990,4,1321,1321,1,1,4,1,1,2.0,204,212000
1635,14157,2005,2006,4,1922,1922,2,3,4,1,1,3.0,51,377426
1636,12328,2005,2005,4,1164,2541,3,4,5,1,3,3.0,32,349265
1637,51974,2006,2007,5,2338,2338,2,4,4,2,1,3.0,457,591587
1638,41600,1969,1990,3,1424,1424,1,3,3,0,0,3.0,0,155000
1639,8035,2006,2006,4,1612,1612,2,2,5,1,1,2.0,164,319900
1640,8089,2007,2007,4,1419,1419,2,2,4,1,1,2.0,0,392000
1641,14082,2006,2006,4,2234,2234,1,1,4,1,1,2.0,80,441929
1642,13870,2006,2007,5,2042,2042,2,3,5,1,1,3.0,226,455000
1643,12546,1981,1981,4,1440,1440,2,3,4,1,1,2.0,99,182900
1644,10960,1984,1984,3,1284,1284,2,3,3,0,1,2.0,192,174000
1645,12090,1984,2003,3,1140,1868,3,3,3,1,3,2.0,259,178000
1646,12090,1981,2003,4,725,1479,2,3,4,1,1,2.0,72,176000
1647,12299,1978,1985,3,1664,1664,2,3,4,1,1,2.0,0,213000
1648,11339,1979,1979,3,1085,1930,2,4,4,1,1,2.0,72,192000
1649,11952,1977,1977,3,1161,1969,2,3,3,1,1,2.0,276,190000
1650,12046,1976,1976,3,1118,2030,2,4,4,1,1,2.0,224,195000
1651,10395,1978,1978,3,1032,1032,2,3,3,1,1,2.0,0,148000
1652,11850,1984,1984,3,1177,1177,2,3,4,0,1,2.0,103,151500
1653,11584,1979,1979,3,1040,1725,2,3,3,1,1,2.0,304,197000
1654,10400,1979,1999,3,1353,1353,2,2,3,1,1,2.0,141,192350
1655,10793,1969,1969,3,780,1620,2,4,3,0,1,2.0,0,152000
1656,13001,1971,1971,3,1220,1220,2,2,3,1,1,2.0,249,170000
1657,12243,1971,1971,3,1484,1484,2,3,3,1,1,2.0,180,175000
1658,11700,1968,1968,4,1041,1743,1,3,3,1,1,2.0,0,175000
1659,12384,1976,1976,3,1142,1935,2,3,3,1,1,2.0,365,197900
1660,8991,1976,1976,3,1324,1324,2,3,4,1,1,2.0,36,174000
1661,8000,1974,1974,3,1084,1877,2,4,3,1,1,2.0,96,178900
1662,10500,1971,2005,3,576,1109,1,3,3,0,3,1.0,0,139000
1663,10530,1971,1971,3,981,981,1,3,3,0,5,2.0,352,143250
1664,7472,1972,2004,3,725,1479,1,4,4,0,1,2.0,32,184000
1665,9457,1970,1990,3,1422,1422,1,3,3,0,5,2.0,0,155000
1666,7920,1970,2002,3,914,914,1,3,5,0,1,1.0,0,133000
1667,9758,1971,1971,3,950,950,1,3,3,0,5,1.0,0,119500
1668,8294,1971,1971,3,872,872,1,3,3,0,5,4.0,0,123000
1669,7340,1971,1971,3,858,858,1,2,3,0,5,1.0,0,110000
1670,17199,1961,1961,3,914,914,1,2,3,0,2,1.0,0,128000
1671,9000,1971,1971,3,864,864,1,3,3,0,5,2.0,0,120500
1672,4058,1998,1998,3,767,767,1,1,3,0,1,1.0,40,133000
1673,4113,2001,2001,4,1337,1337,2,2,4,1,1,2.0,68,155000
1674,10943,1997,1998,4,1337,1337,2,2,4,1,1,2.0,68,177000
1675,2205,1973,1973,3,525,1092,1,3,3,0,5,1.0,0,113500
1676,1890,1973,1973,3,672,1218,1,3,3,0,5,1.0,28,113000
1677,2058,1973,1973,3,672,1218,1,4,5,0,5,1.0,28,113700
1678,2016,1970,1970,3,630,1302,2,3,3,0,5,2.0,0,106000
1679,1920,1971,1971,3,765,1365,1,2,3,0,5,2.0,36,122500
1680,4928,1976,1976,3,958,958,2,2,3,1,1,2.0,205,128000
1681,2308,1976,1976,3,804,1548,2,3,4,1,5,2.0,0,155000
1682,2304,1978,1978,3,1055,1055,2,2,3,0,1,1.0,32,142500
1683,7150,1966,1966,3,988,988,1,3,3,0,5,1.0,0,129250
1684,12469,2006,2007,5,1816,1816,2,3,5,1,1,3.0,36,356000
1685,11694,2007,2007,5,1828,1828,2,3,4,1,1,3.0,368,314813
1686,12030,2007,2007,5,1694,1694,2,3,4,0,1,3.0,228,318000
1687,11825,2006,2007,4,1694,1694,2,3,4,1,1,3.0,112,322400
1688,12085,2007,2007,4,1734,1734,2,3,5,1,1,3.0,0,318000
1689,14333,2007,2007,4,2122,2122,2,2,4,1,1,3.0,142,345474
1690,14450,2006,2007,5,2121,2121,2,3,5,1,1,3.0,240,415298
1691,13641,2007,2007,5,1943,2656,2,3,5,1,1,3.0,58,492000
1692,13440,2006,2007,4,1148,2550,2,4,5,1,3,3.0,39,338931
1693,15431,2005,2006,5,2046,2046,2,2,5,2,1,3.0,240,450000
1694,14154,2006,2006,4,1071,2172,2,3,4,1,1,3.0,62,280000
1695,13891,2007,2007,5,2552,2552,2,3,5,2,1,3.0,28,479069
1696,14226,2006,2006,4,1973,1973,2,3,4,1,1,3.0,45,395000
1697,13693,2006,2006,5,2069,2643,2,3,5,1,3,3.0,84,380000
1698,11428,2006,2006,4,1634,1634,2,3,4,1,1,3.0,44,250000
1699,14977,2006,2007,4,1976,1976,2,2,4,1,1,3.0,63,440000
1700,13654,2005,2006,4,1722,2758,2,4,5,1,3,3.0,55,418000
1701,17169,2007,2007,5,2290,2290,2,2,5,1,1,3.0,30,500067
1702,16659,2007,2008,4,1582,2152,2,3,4,1,5,2.0,368,260116
1703,9591,2004,2005,4,1143,2473,2,4,4,1,3,3.0,151,317000
1704,9709,2007,2007,5,958,2100,2,3,5,2,3,3.0,104,319500
1705,10562,2007,2007,4,1610,2161,1,3,5,1,1,3.0,120,325624
1706,13615,2006,2006,5,1802,1802,2,3,5,1,1,3.0,105,372000
1707,13069,2004,2004,4,1718,2956,2,5,5,1,3,3.0,50,342000
1708,12099,2004,2004,4,1136,2468,2,4,4,1,3,3.0,154,354000
1709,14277,2003,2003,4,1217,2385,2,3,4,1,1,3.0,228,350000
1710,11999,2003,2004,4,1234,2374,2,4,5,1,3,3.0,100,285000
1711,12568,2007,2007,4,895,1818,2,3,5,1,1,3.0,104,281500
1712,9926,2005,2006,4,1614,1614,2,3,4,0,1,3.0,38,245700
1713,9254,2005,2005,4,1721,1721,2,3,4,0,1,2.0,27,232698
1714,10732,2006,2007,4,1298,1828,2,3,4,0,3,3.0,40,250000
1715,7577,2005,2006,4,1362,1362,2,2,4,1,1,2.0,28,194700
1716,3901,2005,2006,4,1302,1302,1,1,4,1,1,2.0,50,204000
1717,3903,2005,2006,4,1302,1302,1,1,4,1,1,2.0,50,200000
1718,6289,2005,2006,4,1362,1362,2,2,4,1,1,2.0,28,207000
1719,4590,2006,2006,4,1554,1554,2,2,4,1,1,2.0,73,209500
1720,4590,2006,2006,4,1554,1554,2,2,4,1,1,2.0,73,209500
1721,6442,2006,2006,4,1370,1370,2,2,4,1,1,2.0,49,202500
1722,7841,2005,2005,5,1577,1577,2,2,5,1,1,2.0,39,280000
1723,7313,2005,2005,5,1561,1561,2,2,5,1,1,2.0,47,277500
1724,7820,2007,2007,5,1869,1869,2,2,5,1,1,2.0,54,318061
1725,6240,2006,2006,4,1324,1324,2,2,4,1,1,2.0,38,221370
1726,3242,2003,2003,4,1405,1405,2,2,4,1,1,2.0,36,200000
1727,15810,2007,2007,4,768,1496,3,3,4,0,1,2.0,0,181755
1728,10237,2005,2006,4,768,1536,2,3,4,1,1,2.0,38,176000
1729,10237,2005,2007,4,783,1484,2,3,4,1,1,2.0,72,178900
1730,13204,2006,2007,3,608,1458,2,3,4,0,3,2.0,33,168165
1731,8857,2006,2006,4,738,1495,2,3,4,1,1,2.0,30,171925
1732,9729,2006,2007,4,698,1746,2,3,4,1,3,3.0,34,198444
1733,12216,2005,2005,3,1326,1326,2,3,4,0,1,2.0,23,203000
1734,9018,2007,2007,4,728,1456,2,3,4,1,1,2.0,24,179540
1735,8993,2007,2007,4,1302,1302,2,3,4,0,1,2.0,22,176485
1736,8899,2007,2007,4,1340,1340,2,3,4,0,1,2.0,30,181134
1737,8499,2006,2007,3,616,1412,2,3,4,1,3,2.0,36,156932
1738,8229,2007,2007,4,752,1504,2,3,4,0,1,2.0,32,166000
1739,7713,2007,2007,4,728,1456,2,3,4,0,1,2.0,24,177594
1740,7697,2007,2007,4,1258,1258,2,3,4,0,1,2.0,0,173500
1741,3922,2006,2007,4,1258,1258,2,2,4,1,1,3.0,16,172500
1742,3922,2006,2007,4,1402,1402,0,2,4,1,1,3.0,16,194201
1743,3621,2003,2003,4,1589,1589,2,2,4,1,1,3.0,20,226500
1744,3710,2007,2007,4,1266,1266,2,2,4,1,1,2.0,16,185485
1745,14572,2004,2004,4,1530,1530,2,3,4,1,1,3.0,36,259000
1746,16219,2004,2005,4,1119,1119,2,2,4,0,1,2.0,24,188500
1747,11084,2004,2004,4,744,1374,2,3,4,1,3,2.0,0,175000
1748,11796,2004,2005,4,847,1959,2,4,4,1,3,2.0,48,215000
1749,10936,2006,2006,4,1525,1525,2,3,4,1,1,2.0,18,206580
1750,8244,2004,2004,4,840,1720,2,3,4,1,1,2.0,48,183500
1751,11950,2003,2003,4,754,1394,2,3,4,1,3,2.0,0,165500
1752,7875,2003,2003,4,847,1948,2,4,4,1,3,2.0,48,211000
1753,8063,2000,2000,3,948,1690,2,3,3,1,1,2.0,48,181000
1754,8740,2002,2002,4,864,1995,2,4,4,1,3,2.0,48,219500
1755,7917,1999,2000,3,953,1647,2,3,3,1,1,2.0,40,175000
1756,9967,2000,2000,3,774,1430,2,3,3,1,3,2.0,0,170000
1757,7750,2003,2003,4,660,1320,2,3,4,0,1,2.0,48,162000
1758,9487,2000,2000,3,940,1690,2,3,3,1,1,2.0,50,187000
1759,9649,1999,2000,3,961,1644,2,3,3,1,1,2.0,42,185000
1760,15623,1996,1996,4,2411,4476,3,4,5,2,1,3.0,78,745000
1761,12191,1997,1998,4,1779,2551,2,4,4,2,1,3.0,61,384500
1762,11000,2000,2000,4,997,2285,2,4,4,1,3,3.0,56,248000
1763,11400,2001,2002,5,2633,2633,2,2,5,2,1,3.0,140,466500
1764,10557,1998,1998,4,1671,3078,2,4,4,1,1,3.0,87,410000
1765,11002,1998,1999,4,1411,2582,2,4,4,1,1,3.0,60,322500
1766,10790,1998,1998,4,1108,2385,2,4,4,1,3,3.0,38,252000
1767,21535,1994,1995,5,2444,4316,3,4,5,2,1,3.0,50,755000
1768,9920,1996,1997,4,1127,2013,2,3,3,1,1,2.0,130,269790
1769,11787,1996,1997,4,1383,2398,2,3,4,1,1,3.0,60,315750
1770,9950,1995,1995,4,1214,2520,2,4,4,1,1,3.0,114,290000
1771,12257,1995,1995,4,1328,2531,2,4,4,1,1,3.0,98,290000
1772,12692,1992,1993,4,3228,3228,3,4,4,1,1,2.0,366,430000
1773,11762,1992,1993,4,1105,2202,2,4,4,1,1,2.0,209,263000
1774,9044,1996,1997,4,1335,2538,2,4,4,1,1,3.0,92,330000
1775,9910,2007,2007,4,1369,1369,2,3,4,0,1,2.0,203,213133
1776,11830,2007,2007,4,1542,1542,2,3,4,1,1,3.0,110,260261
1777,11670,2006,2006,5,1905,1905,2,3,5,1,1,3.0,191,320000
1778,15256,2007,2007,4,1464,1464,2,3,4,0,1,3.0,160,282922
1779,10612,2006,2006,4,1534,1534,2,3,4,1,1,2.0,46,215000
1780,12291,2007,2007,5,1966,1966,2,1,5,1,1,3.0,52,419005
1781,13501,2006,2006,4,1636,1636,2,3,4,1,1,3.0,60,255000
1782,9986,2006,2007,4,1795,1795,2,2,4,1,1,3.0,49,147000
1783,9965,2007,2007,4,1528,1528,3,3,4,1,1,2.0,228,235876
1784,9416,2007,2007,5,1726,1726,2,3,5,1,1,3.0,404,311872
1785,9849,2007,2007,4,1689,1689,2,3,4,0,1,3.0,56,248328
1786,10000,2006,2006,4,1588,1588,2,3,4,1,1,3.0,45,227000
1787,8847,2005,2005,4,1538,1538,2,3,4,0,1,2.0,40,260000
1788,9158,2007,2007,4,1496,1496,2,3,4,0,1,2.0,130,225000
1789,8251,2005,2006,4,1506,1506,2,3,4,1,1,2.0,35,249000
1790,10084,2004,2005,4,1694,1694,2,3,4,1,1,2.0,57,307000
1791,9605,2006,2006,4,982,1977,2,3,4,0,1,3.0,53,250000
1792,8778,2006,2006,4,1302,1830,2,3,4,0,3,3.0,40,221300
1793,8640,2007,2007,4,1338,1338,2,3,4,0,1,2.0,141,208900
1794,9000,2006,2007,4,1335,1335,2,3,4,0,1,2.0,210,210400
1795,8640,2007,2007,4,896,1792,2,3,4,0,1,2.0,96,255000
1796,10411,2007,2007,4,725,1588,3,3,4,0,1,2.0,0,212109
1797,9000,2006,2006,4,1088,1959,2,3,4,1,1,3.0,46,270000
1798,9000,2007,2007,4,1184,2610,2,4,5,1,3,2.0,364,303477
1799,12217,2007,2007,4,955,1880,2,3,5,1,1,3.0,127,310013
1800,11096,2006,2006,4,1656,1656,2,3,4,0,1,3.0,146,249700
1801,10207,2007,2007,4,874,1761,3,3,4,0,1,2.0,105,227875
1802,10440,2007,2007,5,1584,1584,2,2,5,1,1,2.0,256,261329
1803,11824,2006,2006,4,1685,1685,2,2,4,1,1,3.0,63,253000
1804,10625,2004,2004,4,1158,2443,2,4,4,1,3,3.0,127,265000
1805,11143,2004,2005,4,1580,2466,3,4,4,1,1,2.0,214,340000
1806,7500,2006,2007,3,1100,1100,1,3,3,0,6,0.0,136,146000
1807,7500,2006,2006,4,1143,1143,1,3,4,0,6,0.0,55,147000
1808,12450,2003,2004,4,1094,1094,1,3,4,0,5,2.0,0,149000
1809,7441,2006,2006,4,1486,1486,2,3,4,0,1,2.0,32,181000
1810,8462,1994,1994,4,936,1721,2,3,4,0,1,2.0,87,201000
1811,11613,1993,1997,4,920,1820,2,3,4,0,1,2.0,85,191750
1812,8450,2000,2001,3,1349,1349,2,3,3,0,1,2.0,55,179000
1813,16196,1998,1998,4,1494,1494,2,3,4,1,1,2.0,25,215000
1814,8012,1992,1992,4,1575,1575,2,2,4,0,1,2.0,52,179200
1815,8012,1980,1980,3,630,1266,1,2,3,2,1,1.0,0,128000
1816,9180,1983,1983,3,884,884,1,2,4,0,1,2.0,0,144000
1817,8400,1977,1977,3,2020,2020,2,4,3,2,5,2.0,0,144000
1818,6285,1977,1977,3,894,894,1,2,3,0,5,1.0,0,120750
1819,8480,1963,1963,3,970,970,1,2,3,0,5,2.0,216,132500
1820,7420,1962,1962,3,1057,1057,1,3,3,0,5,2.0,0,132000
1821,7758,1962,2001,3,999,999,1,3,4,0,5,1.0,132,132500
1822,6970,1961,1961,3,1120,1120,1,3,2,0,1,2.0,0,129000
1823,13673,1962,1962,3,1696,1696,1,3,3,1,1,1.0,30,143900
1824,7476,1968,1968,3,1040,1040,1,3,3,0,5,2.0,0,145000
1825,9945,1961,1961,3,988,988,1,3,3,0,5,2.0,0,128500
1826,6173,1967,1967,3,902,902,1,3,3,0,1,1.0,0,125500
1827,19522,1990,1990,4,1271,2503,2,3,4,1,1,2.0,281,300000
